sep=;
Variable;Function;Access;Process;Data races;Shared variable;Byte offset;Location
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:458762.48-88
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[12,9999];ALL_bc_with_context.c:458765.41-91
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[16,9999];ALL_bc_with_context.c:458769.41-89
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[36,9998];ALL_bc_with_context.c:458770.75-127
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[20,9985];ALL_bc_with_context.c:458774.41-91
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[24,9989];ALL_bc_with_context.c:458778.41-91
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[28,9993];ALL_bc_with_context.c:458782.41-91
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[4,9969];ALL_bc_with_context.c:458786.41-98
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[36,9998];ALL_bc_with_context.c:458787.84-145
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[32,9997];ALL_bc_with_context.c:458791.41-89
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[8,9973];ALL_bc_with_context.c:458795.41-91
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[12,9995];ALL_bc_with_context.c:458803.64-87
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[36,9998];ALL_bc_with_context.c:458806.20-72
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ChargeParameterDiscoveryRes___1652;read;Process 42;no;no;[16,9999];ALL_bc_with_context.c:458819.43-64
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ContractAuthenticationRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:458833.51-84
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ContractAuthenticationRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:458833.51-97
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ContractAuthenticationRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:458837.37-70
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ContractAuthenticationRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:458837.37-92
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ContractAuthenticationRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:458853.57-78
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ContractAuthenticationRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:458858.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ContractAuthenticationRes___1652;read;Process 42;no;no;[0,9995];ALL_bc_with_context.c:458865.42-65
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ContractAuthenticationRes___1652;read;Process 42;no;no;[0,9995];ALL_bc_with_context.c:458865.103-126
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ContractAuthenticationRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:458868.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:458901.42-75
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:458901.42-88
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:458905.37-70
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:458905.37-92
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[24,9999];ALL_bc_with_context.c:458921.57-78
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[24,9999];ALL_bc_with_context.c:458926.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[0,9975];ALL_bc_with_context.c:458933.73-95
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[20,9995];ALL_bc_with_context.c:458936.37-64
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[16,9991];ALL_bc_with_context.c:458940.37-64
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[12,9987];ALL_bc_with_context.c:458953.37-69
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[31,9999];ALL_bc_with_context.c:458954.73-109
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[4,9975];ALL_bc_with_context.c:458958.37-69
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[31,9999];ALL_bc_with_context.c:458959.73-109
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[8,9979];ALL_bc_with_context.c:458962.37-67
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[31,9999];ALL_bc_with_context.c:458963.71-105
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_CurrentDemandRes___1652;read;Process 42;no;no;[24,9995];ALL_bc_with_context.c:458966.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PowerDeliveryRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:458980.42-75
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PowerDeliveryRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:458980.42-88
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PowerDeliveryRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:458984.37-70
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PowerDeliveryRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:458984.37-92
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PowerDeliveryRes___1652;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:459000.57-78
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PowerDeliveryRes___1652;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:459005.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PowerDeliveryRes___1652;read;Process 42;no;no;[4,9993];ALL_bc_with_context.c:459012.41-69
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PowerDeliveryRes___1652;read;Process 42;no;no;[0,9991];ALL_bc_with_context.c:459019.75-94
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PowerDeliveryRes___1652;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:459022.41-62
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PreChargeRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:459038.38-71
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PreChargeRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459038.38-84
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PreChargeRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:459042.37-70
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PreChargeRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:459042.37-92
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PreChargeRes___1652;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:459058.57-78
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PreChargeRes___1652;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:459063.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PreChargeRes___1652;read;Process 42;no;no;[0,9991];ALL_bc_with_context.c:459070.73-95
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PreChargeRes___1652;read;Process 42;no;no;[4,9995];ALL_bc_with_context.c:459073.37-64
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_PreChargeRes___1652;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:459077.39-60
Scc_Exi_StructBufUnion;Scc_StateM_Set_DIN_ChargeService;read;Process 42;no;no;all;ALL_bc_with_context.c:459337.45-70
Scc_Exi_StructBufUnion;Scc_StateM_Set_DIN_ChargeService;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:459337.45-81
Scc_Exi_StructBufUnion;Scc_StateM_Set_DIN_ChargeService;read;Process 42;no;no;[8,9998];ALL_bc_with_context.c:459338.47-73
Scc_Exi_StructBufUnion;Scc_StateM_Set_DIN_ChargeService;read;Process 42;no;no;[4,9997];ALL_bc_with_context.c:459341.11-44
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:459375.45-78
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459375.45-91
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:459382.37-70
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:459382.37-92
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;[12,9999];ALL_bc_with_context.c:459398.57-78
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;[12,9999];ALL_bc_with_context.c:459403.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;[4,9991];ALL_bc_with_context.c:459410.35-58
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459410.35-78
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;[4,9991];ALL_bc_with_context.c:459413.72-95
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459413.72-119
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;[0,9987];ALL_bc_with_context.c:459429.41-63
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;[0,9987];ALL_bc_with_context.c:459431.34-56
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459431.34-68
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:459431.34-79
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServiceDiscoveryRes___1652;read;Process 42;no;no;[12,9999];ALL_bc_with_context.c:459434.41-62
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServicePaymentSelectionRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:459448.52-85
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServicePaymentSelectionRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459448.52-98
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServicePaymentSelectionRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:459452.37-70
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServicePaymentSelectionRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:459452.37-92
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServicePaymentSelectionRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459468.57-78
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServicePaymentSelectionRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459473.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_ServicePaymentSelectionRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459480.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionSetupRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:459497.41-74
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionSetupRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459497.41-87
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionSetupRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:459501.37-70
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionSetupRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:459501.37-92
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionSetupRes___1652;read;Process 42;no;no;[16,9999];ALL_bc_with_context.c:459518.57-78
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionSetupRes___1652;read;Process 42;no;no;[16,9999];ALL_bc_with_context.c:459523.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionSetupRes___1652;read;Process 42;no;no;[4,7];ALL_bc_with_context.c:459531.36-71
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionSetupRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:459531.36-82
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionSetupRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459531.36-90
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionSetupRes___1652;read;Process 42;no;no;[4,7];ALL_bc_with_context.c:459533.104-139
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionSetupRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:459533.104-150
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionStopRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:459560.40-73
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionStopRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459560.40-86
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionStopRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:459564.37-70
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionStopRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:459564.37-92
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionStopRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459580.57-78
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionStopRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459585.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_SessionStopRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459591.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_WeldingDetectionRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:459606.45-78
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_WeldingDetectionRes___1652;read;Process 42;no;no;all;ALL_bc_with_context.c:459606.45-91
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_WeldingDetectionRes___1652;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:459610.37-70
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_WeldingDetectionRes___1652;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:459610.37-92
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_WeldingDetectionRes___1652;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:459626.57-78
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_WeldingDetectionRes___1652;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:459631.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_WeldingDetectionRes___1652;read;Process 42;no;no;[0,9991];ALL_bc_with_context.c:459638.73-95
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_WeldingDetectionRes___1652;read;Process 42;no;no;[4,9995];ALL_bc_with_context.c:459641.37-64
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_WeldingDetectionRes___1652;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:459645.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_DecodeMessage;read;Process 42;no;no;[4,7];ALL_bc_with_context.c:459813.13-48
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_DecodeMessage;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:459813.13-59
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_DecodeMessage;read;Process 42;no;no;all;ALL_bc_with_context.c:459813.13-67
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_DecodeMessage;read;Process 42;no;no;[4,7];ALL_bc_with_context.c:459816.44-79
Scc_Exi_StructBufUnion;Scc_ExiRx_DIN_DecodeMessage;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:459816.44-90
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_Notification;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:460040.45-68
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_AuthorizationRes___1653;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:460083.42-75
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_AuthorizationRes___1653;read;Process 42;no;no;all;ALL_bc_with_context.c:460083.42-88
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_AuthorizationRes___1653;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:460087.37-70
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_AuthorizationRes___1653;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:460087.37-92
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_AuthorizationRes___1653;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:460103.57-78
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_AuthorizationRes___1653;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:460108.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_AuthorizationRes___1653;read;Process 42;no;no;[0,9995];ALL_bc_with_context.c:460115.42-65
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_AuthorizationRes___1653;read;Process 42;no;no;[0,9995];ALL_bc_with_context.c:460115.103-126
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_AuthorizationRes___1653;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:460118.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ReadEVSEStatusDC___1653;read;Process 42;no;no;[12,9999];ALL_bc_with_context.c:460197.45-79
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ReadEVSEStatusDC___1653;read;Process 42;no;no;[16,9998];ALL_bc_with_context.c:460197.81-119
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ReadEVSEStatusDC___1653;read;Process 42;no;no;[4,9989];ALL_bc_with_context.c:460199.40-69
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ReadEVSEStatusDC___1653;read;Process 42;no;no;[8,9993];ALL_bc_with_context.c:460201.39-70
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ReadEVSEStatusDC___1653;read;Process 42;no;no;[0,9983];ALL_bc_with_context.c:460203.43-78
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_CableCheckRes___1653;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:460212.39-72
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_CableCheckRes___1653;read;Process 42;no;no;all;ALL_bc_with_context.c:460212.39-85
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_CableCheckRes___1653;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:460216.37-70
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_CableCheckRes___1653;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:460216.37-92
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_CableCheckRes___1653;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:460232.57-78
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_CableCheckRes___1653;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:460237.39-60
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_CableCheckRes___1653;read;Process 42;no;no;[4,9995];ALL_bc_with_context.c:460244.42-65
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_CableCheckRes___1653;read;Process 42;no;no;[4,9995];ALL_bc_with_context.c:460244.103-126
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_CableCheckRes___1653;read;Process 42;no;no;[0,9991];ALL_bc_with_context.c:460253.75-97
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_CableCheckRes___1653;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:460257.39-60
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;all;ALL_bc_with_context.c:460380.17-48
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;[12,9998];ALL_bc_with_context.c:460387.36-65
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;[4,9993];ALL_bc_with_context.c:460391.23-47
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;all;ALL_bc_with_context.c:460391.23-66
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:460398.93-111
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;[2,9998];ALL_bc_with_context.c:460398.93-123
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:460398.125-143
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;all;ALL_bc_with_context.c:460398.125-150
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:460401.64-90
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:460402.54-74
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;[8,9998];ALL_bc_with_context.c:460405.15-42
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;[0,9993];ALL_bc_with_context.c:460408.42-65
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;[0,9991];ALL_bc_with_context.c:460416.27-65
Scc_Exi_StructBufUnion;Appl_SccCbk_Set_ISO_SAScheduleList;read;Process 42;no;no;[0,9989];ALL_bc_with_context.c:460424.21-55
Scc_Exi_StructBufUnion;Scc_Conv_ISO2Scc_PhysicalValue;read;Process 42;no;no;all;ALL_bc_with_context.c:460439.31-55
Scc_Exi_StructBufUnion;Scc_Conv_ISO2Scc_PhysicalValue;read;Process 42;no;no;[2,9998];ALL_bc_with_context.c:460440.34-63
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ReadEVSEStatusAC___1653;read;Process 42;no;no;[8,9998];ALL_bc_with_context.c:460464.29-47
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ReadEVSEStatusAC___1653;read;Process 42;no;no;[4,9997];ALL_bc_with_context.c:460466.39-70
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ReadEVSEStatusAC___1653;read;Process 42;no;no;[0,9991];ALL_bc_with_context.c:460468.43-78
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:460483.53-86
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;all;ALL_bc_with_context.c:460483.53-99
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[0,3];ALL_bc_with_context.c:460493.37-70
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[4,9999];ALL_bc_with_context.c:460493.37-92
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[16,9999];ALL_bc_with_context.c:460503.54-75
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[16,9999];ALL_bc_with_context.c:460508.37-58
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[12,9995];ALL_bc_with_context.c:460515.38-61
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[12,9995];ALL_bc_with_context.c:460515.99-122
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[12,9995];ALL_bc_with_context.c:460518.58-81
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[20,9998];ALL_bc_with_context.c:460527.16-40
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[4,9985];ALL_bc_with_context.c:460535.72-92
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[8,9989];ALL_bc_with_context.c:460552.41-78
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[0,9983];ALL_bc_with_context.c:460558.72-100
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;all;ALL_bc_with_context.c:460560.44-84
Scc_Exi_StructBufUnion;Scc_ExiRx_ISO_ChargeParameterDiscoveryRes___1653;read;Process 42;no;no;[8,9999];ALL_bc_with_context.c:460562.37-82
